,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered
774,1485,35,88,1362,79,3,3
775,261,3,37,221,16,2,12
776,1182,15,125,1042,56,3,6
777,446,9,37,400,20,-2,4
778,4587,67,96,4424,115,8,18
779,4550,179,1426,2945,292,18,50
780,1745,82,17,1646,257,14,1
781,1173,78,247,848,103,7,6
782,1097,15,62,1020,58,2,3
783,71412,8093,16349,46970,1912,519,777
784,100123,1584,28700,69839,4031,140,2300
785,268,22,6,240,4,7,3
786,733,34,66,633,55,2,8
787,2273,198,164,1911,181,7,14
788,961,61,279,621,83,5,20
789,8430,49,477,7904,579,5,50
790,128948,15887,21815,91246,4316,525,819
791,584,6,42,536,53,1,6
792,3662,61,1005,2596,179,4,90
793,864,15,30,819,112,3,1
794,1021,70,76,875,102,11,10
795,17951,1771,7,16173,1226,115,-5
796,184,10,13,161,40,2,13
797,232,5,33,194,18,1,8
798,555,18,23,514,72,1,3
799,3766,53,259,3454,609,6,48
800,2281,83,989,1209,535,10,75
801,3246,152,64,3030,152,8,7
802,4102,94,134,3874,475,15,18
803,1604,4,123,1477,279,1,14
804,3864,151,374,3339,251,5,45
805,5389,45,355,4989,658,2,22
806,2402,34,488,1880,223,5,68
807,10237,183,6463,3591,81,6,138
808,131646,12641,38080,80925,5478,694,3861
809,2169,23,793,1353,102,3,119
810,27069,574,1042,25453,3135,73,256
811,337573,12470,17448,307655,27874,1439,2796
812,1308,37,28,1243,83,5,3
813,61422,5875,229,55318,3650,646,14
814,406,6,104,296,6,1,11
815,367,11,18,338,18,4,3
816,377,21,116,240,16,1,12
817,525,21,31,473,24,3,5
818,1554,48,325,1181,103,4,45
819,833,8,62,763,11,1,5
820,5797,40,1080,4677,110,5,323
821,12297,220,3463,8614,246,16,465
822,29,5,4,20,1,1,4
823,700,13,53,634,138,5,1
824,20814,1632,3986,15196,1123,185,235
825,674,29,47,598,20,6,17
826,549,22,39,488,18,2,2
827,364,18,108,238,19,1,18
828,5009,37,728,4244,344,3,110
829,82665,3335,75748,3582,63,2,102
830,1222,16,130,1076,40,1,5
831,350,9,18,323,30,1,3
832,4822,78,121,4623,235,11,25
833,4864,187,1485,3192,314,8,59
834,1828,86,33,1709,83,4,16
835,1322,85,259,978,149,7,12
836,69,4,5,60,7,1,3
837,75343,8926,17428,48989,3931,833,1079
838,1755,79,269,1407,20,6,191
839,744,38,67,639,11,4,1
840,1562,6,460,1096,76,2,32
841,4778,136,375,4267,1190,37,146
842,2491,209,192,2090,218,11,28
843,60500,3739,24236,32525,2274,136,4500
844,1031,64,344,623,70,3,65
845,8904,57,585,8262,474,8,108
846,132547,16523,22837,93187,3599,636,1022
847,4110,96,575,3439,234,3,61
848,349,6,126,217,4,1,16
849,216,4,33,179,69,3,24
850,541,19,60,462,14,1,6
851,843,15,8,820,32,2,1
852,3793,62,1241,2490,131,1,236
853,965,19,37,909,101,4,7
854,1120,80,81,959,99,10,5
855,18924,1874,8,17042,973,103,1
856,570,23,30,517,15,5,7
857,4035,57,429,3549,269,4,170
858,2561,92,997,1472,280,9,8
859,3660,163,73,3424,414,11,9
860,4413,107,162,4144,311,13,28
861,11730,311,140,11279,452,16,65
862,4057,176,406,3475,193,25,32
863,6343,47,406,5890,954,2,51
864,2605,38,551,2016,203,4,63
865,534,2,8,524,49,1,-2
866,1021,30,102,889,24,2,23
867,10284,186,6598,3500,47,3,135
868,136675,13341,40437,82897,5029,700,2357
869,21657,765,8056,12836,557,50,1641
870,30217,649,1326,28242,3148,75,284
871,367215,14138,19581,333496,29642,1668,2133
872,2076,11,167,1898,277,1,23
873,66738,6446,287,60005,5316,571,58
874,383,22,131,230,6,1,15
875,1468,193,113,1162,45,20,23
876,545,22,39,484,20,1,8
877,1628,56,338,1234,74,8,13
878,12639,243,4046,8350,342,23,583
879,33,6,5,22,4,1,1
880,22194,2035,4157,16002,1380,403,171
881,764,33,68,663,90,4,21
882,577,23,42,512,28,1,3
883,384,19,127,238,20,1,19
884,5310,43,898,4369,301,6,170
885,1780,50,100,1630,201,4,12
886,1282,18,167,1097,60,2,37
887,396,11,27,358,46,2,9
888,5017,88,172,4757,195,10,51
889,5255,203,1611,3441,391,16,126
890,1956,98,36,1822,128,12,3
891,1450,94,276,1080,128,9,17
892,1149,21,69,1059,41,2,7
893,79163,10343,19523,49297,3820,1417,2095
894,196,3,46,147,8,1,7
895,107663,2016,36081,69566,4289,206,7381
896,817,47,71,699,73,9,4
897,5311,150,421,4740,533,14,46
898,2738,221,204,2313,247,12,12
899,62589,3872,27039,31678,2089,133,2803
900,1122,65,373,684,91,1,29
901,9248,65,770,8413,344,8,185
902,135586,17127,24392,94067,3039,604,1555
903,4485,98,592,3795,375,2,17
904,170,4,24,142,25,3,1
905,3963,63,1321,2579,170,1,80
906,1056,22,40,994,91,3,3
907,1184,90,93,1001,64,10,12
908,19707,2108,22,17577,783,234,14
909,254,6,44,204,16,1,9
910,4263,61,467,3735,228,4,38
911,2100,55,14,2031,112,1,1
912,2954,107,1301,1546,393,15,304
913,3764,177,84,3503,104,14,11
914,4848,129,191,4528,435,22,29
915,12442,345,184,11913,712,34,44
916,2057,6,150,1901,225,2,19
917,4417,197,460,3760,360,21,54
918,7497,58,494,6945,1154,11,88
919,279,34,40,205,13,2,5
920,2795,41,615,2139,190,3,64
921,10331,192,6694,3445,47,6,96
922,141942,14045,43208,84689,5267,704,2771
923,185,6,42,137,7,1,4
924,22253,821,8704,12728,596,56,648
925,2258,27,888,1343,38,1,95
926,623,23,25,575,27,1,20
927,34109,725,1582,31802,3892,76,256
928,397992,16447,21763,359782,30777,2309,2182
929,2359,12,186,2161,283,1,19
930,72224,7484,325,64415,5486,1038,38
931,424,7,150,267,9,1,27
932,1572,205,237,1130,104,12,124
933,564,23,52,489,19,1,13
934,1715,63,358,1294,87,7,20
935,881,9,114,758,28,1,27
936,12942,273,4512,8157,303,30,466
937,23403,2240,4681,16482,1209,205,524
938,804,34,79,691,40,1,11
939,414,23,134,257,30,4,7
940,730,10,60,660,72,1,17
941,5740,48,1115,4577,430,5,217
942,82809,3337,76003,3469,91,2,157
943,2054,54,123,1877,274,4,23
944,502,3,29,470,19,1,5
945,1343,19,179,1145,61,1,12
946,5312,99,233,4980,295,11,61
947,5586,218,1752,3616,331,15,141
948,2111,108,50,1953,155,10,14
949,4450,242,140,4068,703,51,40
950,1560,103,305,1152,110,9,29
951,93,5,9,79,15,1,4
952,1185,24,72,1089,36,3,3
953,83057,10887,21452,50718,3894,544,1929
954,113296,2349,46300,64647,5633,333,10219
955,313,6,34,273,26,1,3
956,895,58,94,743,78,11,23
957,5916,178,506,5232,605,28,85
958,2956,240,222,2494,218,19,18
959,64586,3993,29812,30781,1997,121,2773
960,1202,69,452,681,80,4,79
961,9404,73,801,8530,156,8,31
962,139422,17669,26491,95262,3836,542,2099
963,5020,105,622,4293,535,7,30
964,727,7,54,666,30,1,3
965,184,5,30,149,14,1,6
966,4119,65,1487,2567,156,2,166
967,59,7,16,36,3,2,4
968,299,1,16,282,6,1,11
969,1275,93,97,1085,91,3,4
970,617,29,35,553,18,3,5
971,4489,65,572,3852,226,4,105
972,2249,59,16,2174,149,4,2
973,4342,121,1333,2888,1388,14,32
974,3870,182,96,3592,106,5,12
975,5205,159,222,4824,357,30,31
976,13141,380,196,12565,699,35,12
977,4761,220,528,4013,344,23,68
978,8672,63,580,8029,1175,5,86
979,1091,40,120,931,32,4,18
980,10384,200,6776,3408,53,8,82
981,148220,14792,48021,85407,6278,747,4813
982,189,7,44,138,4,1,2
983,23280,895,9800,12585,1027,74,1096
984,38226,812,1846,35568,4117,87,264
985,429686,18563,23559,387564,31694,2116,1796
986,1668,52,35,1581,206,7,7
987,77387,8520,345,68522,5163,1036,20
988,484,15,32,437,40,1,3
989,409,23,165,221,9,1,11
990,1666,235,347,1084,94,30,110
991,583,25,58,500,19,2,6
992,1795,72,365,1358,80,9,7
993,921,10,138,773,40,1,24
994,6108,51,1472,4585,98,1,392
995,13244,295,5240,7709,302,22,728
996,926,9,101,816,104,1,38
997,1486,16,139,1331,420,3,62
998,24983,2523,5164,17296,1580,283,483
999,858,35,101,722,54,1,22
1000,18092,950,173,16969,1922,131,46
1001,443,24,146,273,29,1,12
1002,6166,57,1274,4835,426,9,159
1003,82883,3339,76114,3430,74,2,111
1004,2223,69,174,1980,169,15,51
1005,1407,20,219,1168,64,1,40
1006,515,15,28,472,58,3,1
1007,564,10,53,501,38,1,1
1008,5569,112,301,5156,257,13,68
1009,5819,237,1872,3710,233,19,120
1010,2349,118,80,2151,238,10,30
1011,4965,272,339,4354,515,30,199
1012,1699,118,348,1233,139,15,43
1013,103,6,14,83,10,1,5
1014,87366,12228,23413,51725,4309,1341,1961
1015,118181,2607,52407,63167,4885,258,6107
1016,980,66,96,818,85,8,2
1017,6725,226,620,5879,809,48,114
1018,3293,280,252,2761,337,40,30
1019,66220,4110,32309,29801,1634,117,2497
1020,9968,86,1011,8871,564,13,210
1021,143626,18279,28470,96877,4204,610,1979
1022,5614,113,632,4869,594,8,10
1023,372,7,161,204,14,1,11
1024,781,8,60,713,54,1,6
1025,184,7,12,165,5,1,3
1026,4228,67,1608,2553,109,2,121
1027,1289,29,50,1210,115,2,10
1028,1374,97,109,1168,99,4,12
1029,21901,2403,28,19470,1221,148,6
1030,288,7,51,230,12,1,7
1031,663,30,37,596,46,1,2
1032,457,3,109,345,38,1,37
1033,4695,66,727,3902,206,1,155
1034,5256,138,1438,3680,914,17,105
1035,4076,203,124,3749,206,21,28
1036,5575,174,284,5117,370,15,62
1037,13956,409,205,13342,815,29,9
1038,5202,248,647,4307,441,28,119
1039,10131,76,698,9357,1459,13,118
1040,3287,44,666,2577,355,3,35
1041,1124,43,128,953,33,3,8
1042,10423,204,6973,3246,39,4,197
1043,153222,15447,52165,85610,5002,655,4144
1044,24051,948,10600,12503,771,53,800
1045,2423,32,940,1451,54,2,52
1046,42282,908,2142,39232,4056,96,296
1047,464442,20638,25410,418394,34756,2075,1851
1048,1892,57,45,1790,224,5,10
1049,2990,14,268,2708,331,2,29
1050,82293,9631,359,72303,4906,1111,14
1051,1761,256,405,1100,95,21,58
1052,601,26,71,504,18,1,13
1053,1975,82,375,1518,180,10,10
1054,937,12,149,776,16,2,11
1055,6215,54,1793,4368,107,3,321
1056,13555,319,6064,7172,311,24,824
1057,991,10,159,822,65,1,58
1058,925,6,539,380,38,1,20
1059,1981,19,169,1793,495,3,30
1060,26667,3019,5568,18080,1684,496,404
1061,901,36,129,736,43,1,28
1062,635,25,54,556,17,1,6
1063,820,12,98,710,90,2,38
1064,6695,65,1571,5059,529,8,297
1065,82941,3340,76226,3375,58,1,112
1066,2473,80,197,2196,250,11,23
1067,215,20,13,182,35,2,4
1068,1495,21,231,1243,88,1,12
1069,5732,119,346,5267,163,7,45
1070,6003,247,1918,3838,184,10,46
1071,150,1,36,113,15,1,11
1072,2620,126,98,2396,271,8,18
1073,7161,297,368,6496,2196,25,29
1074,1794,135,384,1275,95,17,36
1075,91738,13215,25195,53328,4372,987,1782
1076,122171,2767,53913,65491,3990,160,1506
1077,1190,77,112,1001,210,11,16
1078,1675,7,751,917,27,1,63
1079,7598,246,774,6578,873,20,154
1080,3512,306,282,2924,219,26,30
1081,68192,4232,35465,28495,1972,122,3156
1082,1279,70,550,659,47,1,54
1083,10408,95,1183,9130,440,9,172
1084,147577,18849,30455,98273,3951,570,1985
1085,6250,125,685,5440,636,12,53
1086,812,10,64,738,31,2,4
1087,250,7,52,191,66,2,22
1088,609,20,76,513,27,1,9
1089,999,22,54,923,44,6,46
1090,4346,70,1830,2446,118,3,222
1091,1448,107,122,1219,74,10,13
1092,23247,2520,37,20690,1346,117,9
1093,1283,2,373,908,44,1,56
1094,711,32,41,638,48,2,4
1095,5011,86,762,4163,316,20,35
1096,5897,169,1569,4159,641,31,131
1097,4195,221,140,3834,119,18,16
1098,5955,181,318,5456,380,7,34
1099,15472,435,233,14804,1516,26,28
1100,5467,270,729,4468,265,22,82
1101,11917,94,795,11028,1786,18,97
1102,3651,47,685,2919,364,3,19
1103,2108,7,492,1609,198,1,32
1104,1160,45,137,978,36,2,9
1105,2003,24,410,1569,69,6,315
1106,10450,208,7117,3125,27,4,144
1107,158273,16081,55668,86524,5051,634,3503
1108,24551,1002,11100,12449,500,54,500
1109,382,6,91,285,2,1,24
1110,2473,33,1013,1427,50,1,73
1111,47029,1006,2423,43600,4747,98,281
1112,497943,22731,28790,446422,33501,2093,3380
1113,2203,69,61,2073,311,12,16
1114,3360,16,418,2926,370,2,150
1115,86660,10784,588,75288,4367,1153,229
1116,267,2,45,220,4,1,1
1117,40,2,25,13,1,1,1
1118,1825,275,460,1090,64,19,55
1119,967,13,173,781,30,1,24
1120,6303,57,1806,4440,88,3,13
1121,13806,337,6604,6865,251,18,540
1122,1058,11,200,847,67,1,41
1123,482,30,36,416,58,3,3
1124,2226,23,172,2031,245,4,3
1125,28018,3346,5986,18686,1351,327,418
1126,946,37,139,770,45,1,10
1127,661,28,62,571,26,3,8
1128,484,27,155,302,41,3,9
1129,7366,73,1864,5429,671,8,293
1130,83014,3343,76312,3359,73,3,86
1131,2709,100,214,2395,236,20,17
1132,533,4,58,471,89,1,6
1133,620,16,77,527,56,1,26
1134,5831,129,411,5291,99,10,65
1135,6180,260,2100,3820,177,13,182
1136,2759,135,108,2516,139,9,10
1137,7257,315,411,6531,96,18,43
1138,1939,146,426,1367,145,11,42
1139,94863,13851,26663,54349,3125,636,1468
1140,124908,2736,57400,64772,2737,-31,3487
1141,1310,85,115,1110,120,8,3
1142,1689,8,841,840,14,1,90
1143,8446,288,969,7189,848,42,195
1144,3842,327,286,3229,330,21,4
1145,70029,4357,41947,23725,1837,125,6482
1146,1318,72,601,645,39,2,51
1147,10743,101,1341,9301,335,6,158
1148,152271,19468,32534,100269,4694,619,2079
1149,6951,138,762,6051,701,13,77
1150,4530,73,1995,2462,184,3,165
1151,1560,30,75,1455,122,1,19
1152,1545,111,146,1288,97,4,24
1153,24569,2653,41,21875,1322,133,4
1154,1312,4,422,886,29,2,49
1155,318,10,70,238,13,3,12
1156,5230,91,1028,4111,219,5,266
1157,2974,74,17,2883,222,8,1
1158,6848,181,1739,4928,951,12,170
1159,4428,247,157,4024,233,26,17
1160,6356,208,375,5773,401,27,57
1161,15987,470,266,15251,515,35,33
1162,5990,291,758,4941,523,21,29
1163,13584,106,1045,12433,1667,12,250
1164,356,35,53,268,12,1,3
1165,4033,52,720,3261,382,5,35
1166,2299,8,528,1763,191,1,36
1167,1188,50,148,990,28,5,11
1168,10480,211,7243,3026,30,3,126
1169,163027,16606,59109,87312,4754,525,3441
1170,25107,1036,12100,11971,556,34,1000
1171,2518,35,1135,1348,45,2,122
1172,685,28,43,614,14,3,18
1173,52167,1101,2965,48101,5138,95,542
1174,527969,24777,31270,471922,30026,2046,2480
1175,2511,73,79,2359,308,4,18
1176,3736,20,588,3128,376,4,170
1177,90273,11625,622,78026,3613,841,34
1178,1914,293,591,1030,89,18,131
1179,638,29,128,481,37,3,57
1180,2142,90,468,1584,167,7,28
1181,13945,350,6987,6608,139,13,383
1182,621,34,39,548,139,4,3
1183,2578,26,203,2349,352,3,31
1184,29647,3600,6463,19584,1629,254,477
1185,1009,39,193,777,63,2,54
1186,675,29,68,578,14,1,6
1187,7652,80,2059,5513,286,7,195
1188,2776,109,270,2397,67,9,56
1189,574,5,85,484,41,1,27
1190,1600,23,373,1204,66,2,50
1191,669,18,92,559,49,2,15
1192,633,11,65,557,17,1,4
1193,5991,138,464,5389,160,9,53
1194,6358,273,2280,3805,178,13,180
1195,2967,173,131,2663,208,38,23
1196,7466,333,501,6632,209,18,90
1197,2065,159,589,1317,126,13,163
1198,1309,25,98,1186,5,1,5
1199,121712,14412,27469,79831,26849,561,806
1200,127854,3022,60300,64532,2946,286,2900
1201,1410,99,118,1193,100,14,3
1202,9205,331,1080,7794,759,43,111
1203,4241,373,359,3509,399,46,73
1204,71686,4474,43894,23318,1657,117,1947
1205,1352,76,640,636,34,4,39
1206,11145,103,1627,9415,402,2,286
1207,156363,19899,34211,102253,4092,431,1677
1208,197,8,25,164,6,1,1
1209,4683,76,2108,2499,153,3,113
1210,4661,296,1772,2593,442,23,1139
1211,1662,31,94,1537,102,1,19
1212,1661,118,177,1366,116,7,31
1213,25743,2747,45,22951,1174,94,4
1214,529,12,75,442,38,1,34
1215,5496,93,1095,4308,266,2,67
1216,3234,79,23,3132,260,5,6
1217,7519,193,1798,5528,671,12,59
1218,4648,297,197,4154,220,50,40
1219,6674,232,439,6003,318,24,64
1220,16585,504,277,15804,598,34,11
1221,2979,7,275,2697,251,1,28
1222,6300,316,852,5132,310,25,94
1223,15770,130,1291,14349,2186,24,246
1224,4462,59,761,3642,429,7,41
1225,1205,53,150,1002,17,3,2
1226,10512,214,7368,2930,32,3,125
1227,166831,17209,62391,87231,3804,603,3282
1228,25415,1106,12700,11609,308,70,600
1229,2551,38,1218,1295,33,3,83
1230,56956,1198,3446,52312,4789,97,481
1231,556522,26548,32988,496986,28553,1771,1718
1232,2777,83,89,2605,266,10,10
1233,4123,22,680,3421,387,2,92
1234,93812,12311,626,80875,3539,686,4
1235,1983,313,601,1069,69,20,10
1236,2208,97,515,1596,66,7,47
1237,1039,14,211,814,26,1,14
1238,14041,368,7343,6330,96,18,356
1239,1148,12,289,847,50,1,39
1240,803,39,42,722,182,5,3
1241,30589,3903,6707,19979,942,303,244
1242,685,32,71,582,10,3,3
1243,7964,82,2367,5515,312,2,308
1244,83213,3345,76473,3395,79,2,83
1245,2852,112,319,2421,76,3,49
1246,626,6,89,531,52,1,4
1247,1650,25,400,1225,50,2,27
1248,726,21,121,584,57,3,29
1249,6059,143,519,5397,68,5,55
1250,6502,285,2392,3825,144,12,112
1251,3167,177,152,2838,200,4,21
1252,7529,355,597,6577,63,22,96
1253,1332,28,102,1202,23,3,4
1254,125394,14986,28001,82407,3682,574,532
1255,130072,3194,64300,62578,2218,172,4000
1256,1458,109,120,1229,48,10,2
1257,10453,358,1181,8914,1248,27,101
1258,4557,399,380,3778,316,26,21
1259,73303,4585,45983,22735,1617,111,2089
1260,1378,78,717,583,26,2,77
1261,11586,116,1855,9615,441,13,228
1262,159516,20465,35435,103616,3153,566,1224
1263,7773,156,784,6833,300,9,22
1264,1091,12,138,941,140,2,39
1265,208,9,40,159,11,1,15
1266,1300,2,150,1148,66,1,8
1267,59,6,4,49,9,1,1
1268,1062,24,101,937,9,1,4
1269,4817,77,2276,2464,134,1,168
1270,123,10,26,87,18,1,4
1271,5014,332,1843,2839,353,36,71
1272,1712,35,107,1570,50,4,13
1273,1763,126,203,1434,102,8,26
1274,1349,5,546,798,19,1,75
1275,854,38,44,772,26,4,3
1276,5837,96,1378,4363,341,3,283
1277,3400,87,29,3284,166,8,6
1278,9784,216,2642,6926,2265,23,844
1279,4932,315,242,4375,284,18,45
1280,6934,245,487,6202,260,13,48
1281,6633,331,914,5388,333,15,62
1282,18328,148,1470,16710,2558,18,179
1283,4934,65,805,4064,472,6,44
1284,2918,9,586,2323,386,1,26
1285,1212,55,152,1005,7,2,2
1286,10537,217,7447,2873,25,3,79
1287,170099,17756,64727,87616,3268,547,2336
1288,29,4,4,21,10,2,2
1289,25688,1138,13700,10850,273,32,1000
1290,2579,40,1288,1251,28,2,70
1291,61049,1296,3957,55796,4093,98,511
1292,581813,28376,43482,509955,25291,1828,10494
1293,3102,93,97,2912,325,10,8
1294,4521,25,852,3644,398,3,172
1295,98017,13056,304,84657,4205,745,-322
1296,483,8,248,227,3,1,17
1297,714,23,40,651,49,2,8
1298,475,24,248,203,8,1,16
1299,2070,326,691,1053,87,13,90
1300,2277,102,559,1616,69,5,44
1301,1067,16,265,786,28,2,54
1302,6415,62,2186,4167,64,1,380
1303,14226,384,7633,6209,185,16,290
1304,1197,13,351,833,49,1,62
1305,1528,7,645,876,167,1,54
1306,31119,4157,6868,20094,530,254,161
1307,354,28,6,320,24,1,4
1308,1083,40,236,807,46,1,30
1309,25262,1532,3046,20684,1832,204,2873
1310,713,35,81,597,28,3,10
1311,528,30,177,321,31,3,16
1312,848,14,130,704,28,2,32
1313,8356,92,2646,5618,392,10,279
1314,2979,127,354,2498,127,15,35
1315,1704,31,415,1258,54,6,15
1316,6111,161,642,5308,52,18,123
1317,6695,299,2678,3718,193,14,286
1318,3286,183,162,2941,119,6,10
1319,7603,369,696,6538,74,14,99
1320,1373,31,115,1227,41,3,13
1321,130365,15731,28805,85829,4971,745,804
1322,131359,3294,68200,59865,1287,100,3900
1323,1512,122,122,1268,54,13,2
1324,11487,393,1359,9735,1034,35,178
1325,4839,459,426,3954,282,60,46
1326,74877,4683,48129,22065,1574,98,2146
1327,12046,123,2195,9728,460,7,340
1328,162488,21067,37130,104291,2972,602,1695
1329,8277,170,799,7308,504,14,15
1330,1232,14,203,1015,141,2,65
1331,387,8,66,313,104,1,8
1332,1355,3,176,1176,55,1,26
1333,4987,82,2478,2427,170,5,202
1334,144,13,34,97,21,3,8
1335,5399,406,1964,3029,385,74,121
1336,1934,40,134,1760,222,5,27
1337,283,4,46,233,9,1,41
1338,27577,2955,47,24575,870,122,2
1339,1366,9,628,729,17,4,82
1340,570,14,90,466,41,2,15
1341,373,11,99,263,30,1,8
1342,908,44,86,778,54,6,42
1343,6383,111,1446,4826,546,15,68
1344,3472,94,61,3317,72,7,32
1345,10303,230,2869,7204,519,14,227
1346,5223,335,295,4593,291,20,53
1347,7202,263,618,6321,268,18,131
1348,17448,567,347,16534,514,32,70
1349,6879,351,1051,5477,246,20,137
1350,21102,170,1694,19238,2774,22,224
1351,5369,73,889,4407,435,8,84
1352,3252,10,611,2631,334,1,25
1353,10564,222,7534,2808,27,5,87
1354,172541,18056,67504,86981,2442,300,2777
1355,2613,41,1405,1167,34,1,117
1356,65111,1403,4799,58909,4062,107,842
1357,608878,30780,47763,530335,27065,2404,4281
1358,3372,98,119,3155,270,5,22
1359,4933,28,933,3972,412,3,81
1360,102365,14107,323,87935,4348,1051,19
1361,784,25,43,716,70,2,3
1362,494,25,251,218,19,1,3
1363,2160,336,708,1116,90,10,17
1364,673,33,169,471,14,2,41
1365,2443,111,596,1736,166,9,37
1366,1111,17,297,797,44,1,32
1367,14336,393,8098,5845,110,9,465
1368,1231,50,49,1132,219,4,7
1369,73,5,15,53,1,1,2
1370,33573,4440,7107,22026,2454,283,239
1371,1110,41,253,816,27,1,17
1372,28320,1736,14026,12558,3058,204,10980
1373,747,36,105,606,34,1,24
1374,542,32,226,284,14,2,49
1375,8712,94,2937,5681,356,2,291
1376,83356,3346,76743,3267,50,1,111
1377,3105,131,452,2522,126,4,98
1378,254,21,21,212,13,1,1
1379,626,4,67,555,8,1,1
1380,1741,33,473,1235,37,2,58
1381,814,24,151,639,48,3,19
1382,6216,166,819,5231,105,5,177
1383,6865,309,2914,3642,170,10,236
1384,3614,189,208,3217,328,6,46
1385,7858,388,780,6690,255,19,84
1386,1400,35,117,1248,27,4,2
1387,133585,17169,30955,85461,3220,1438,2150
1388,134753,3804,72600,58349,3394,510,4400
1389,419,31,9,379,12,5,2
1390,1579,134,192,1253,67,12,70
1391,12322,405,1432,10485,835,12,73
1392,5136,469,446,4221,297,10,20
1393,76389,4777,49933,21679,1512,94,1804
1394,1415,79,812,524,15,1,46
1395,12547,444,77,12026,1068,38,52
1396,12501,130,2563,9808,455,7,368
1397,165155,21645,38092,105418,2667,578,962
1398,125,5,21,99,52,1,2
1399,8835,186,853,7796,558,16,54
1400,1295,16,240,1039,63,2,37
1401,225,10,53,162,9,1,12
1402,1091,30,138,923,21,1,37
1403,3373,69,526,2778,66,2,26
1404,5072,83,2647,2342,85,1,169
1405,5847,449,2125,3273,448,43,161
1406,2049,46,171,1832,115,6,37
1407,2024,127,229,1668,136,1,12
1408,28313,3145,54,25114,736,190,7
1409,407,12,128,267,34,1,29
1410,974,45,98,831,66,1,12
1411,6919,128,1645,5146,536,17,199
1412,3574,95,72,3407,102,1,11
1413,161,8,23,130,2,1,1
1414,11475,254,3108,8113,1172,24,239
1415,5453,349,353,4751,230,14,58
1416,7582,286,668,6628,380,23,50
1417,18091,599,383,17109,643,32,36
1418,7216,372,1217,5627,337,21,166
1419,24490,198,1986,22306,3388,28,292
1420,5862,79,931,4852,493,6,42
1421,863,6,151,706,28,4,38
1422,1248,61,165,1022,28,5,13
1423,10591,225,7616,2750,27,3,82
1424,177644,18708,70853,88083,5103,652,3349
1425,26336,1239,15400,9697,400,65,1700
1426,88,4,11,73,35,1,4
1427,2643,43,1497,1103,30,2,92
1428,69392,1518,5674,62200,4281,115,875
1429,637974,33329,52096,552549,29096,2549,4333
1430,3764,108,143,3513,392,10,24
1431,5365,33,1034,4298,432,5,101
1432,107465,14953,368,92144,5100,846,45
1433,493,9,272,212,1,1,12
1434,840,30,54,756,56,5,11
1435,518,26,277,215,24,1,26
1436,2268,348,783,1137,108,12,75
1437,2571,115,631,1825,128,4,35
1438,1159,18,358,783,48,1,61
1439,14476,410,8986,5080,140,17,888
1440,1283,15,460,808,30,2,56
1441,34809,4857,7562,22390,1236,417,455
1442,441,29,14,398,44,1,7
1443,1167,43,277,847,57,2,24
1444,800,38,122,640,53,2,17
1445,996,22,164,810,148,5,-1
1446,9246,105,3299,5842,534,11,362
1447,3233,144,550,2539,128,13,98
1448,267,22,23,222,13,1,2
1449,1791,35,529,1227,50,2,56
1450,862,27,171,664,48,3,20
1451,6433,169,972,5292,217,3,153
1452,7063,321,3192,3550,198,12,278
